@RELATION gestures
@ATTRIBUTE x0 REAL
@ATTRIBUTE y0 REAL
@ATTRIBUTE x1 REAL
@ATTRIBUTE y1 REAL
@ATTRIBUTE x2 REAL
@ATTRIBUTE y2 REAL
@ATTRIBUTE x3 REAL
@ATTRIBUTE y3 REAL
@ATTRIBUTE x4 REAL
@ATTRIBUTE y4 REAL
@ATTRIBUTE x5 REAL
@ATTRIBUTE y5 REAL
@ATTRIBUTE x6 REAL
@ATTRIBUTE y6 REAL
@ATTRIBUTE x7 REAL
@ATTRIBUTE y7 REAL
@ATTRIBUTE x8 REAL
@ATTRIBUTE y8 REAL
@ATTRIBUTE x9 REAL
@ATTRIBUTE y9 REAL
@ATTRIBUTE x10 REAL
@ATTRIBUTE y10 REAL
@ATTRIBUTE x11 REAL
@ATTRIBUTE y11 REAL
@ATTRIBUTE x12 REAL
@ATTRIBUTE y12 REAL
@ATTRIBUTE x13 REAL
@ATTRIBUTE y13 REAL
@ATTRIBUTE x14 REAL
@ATTRIBUTE y14 REAL
@ATTRIBUTE x15 REAL
@ATTRIBUTE y15 REAL
@ATTRIBUTE x16 REAL
@ATTRIBUTE y16 REAL
@ATTRIBUTE x17 REAL
@ATTRIBUTE y17 REAL
@ATTRIBUTE x18 REAL
@ATTRIBUTE y18 REAL
@ATTRIBUTE x19 REAL
@ATTRIBUTE y19 REAL
@ATTRIBUTE x20 REAL
@ATTRIBUTE y20 REAL
@ATTRIBUTE x21 REAL
@ATTRIBUTE y21 REAL
@ATTRIBUTE x22 REAL
@ATTRIBUTE y22 REAL
@ATTRIBUTE x23 REAL
@ATTRIBUTE y23 REAL
@ATTRIBUTE x24 REAL
@ATTRIBUTE y24 REAL
@ATTRIBUTE x25 REAL
@ATTRIBUTE y25 REAL
@ATTRIBUTE x26 REAL
@ATTRIBUTE y26 REAL
@ATTRIBUTE x27 REAL
@ATTRIBUTE y27 REAL
@ATTRIBUTE x28 REAL
@ATTRIBUTE y28 REAL
@ATTRIBUTE x29 REAL
@ATTRIBUTE y29 REAL
@ATTRIBUTE class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z}
@DATA
0.006389776357827476,0.9169329073482428,0.006389776357827476,0.8434504792332269,0.026357827476038338,0.7667731629392971,0.057907348242811504,0.6775159744408945,0.07687699680511181,0.6159145367412141,0.09285143769968052,0.5600039936102237,0.10702875399361023,0.49500798722044737,0.11980830670926518,0.4327076677316294,0.12979233226837059,0.36062300319488816,0.13997603833865813,0.28254792332268375,0.14956070287539935,0.22104632587859424,0.1597444089456869,0.15654952076677317,0.18849840255591055,0.08306709265175719,0.2364217252396166,0.019169329073482427,0.30371405750798725,0.018769968051118212,0.3568290734824281,0.06449680511182107,0.3919728434504792,0.1251996805111821,0.4289137380191693,0.1890974440894569,0.4608626198083068,0.24500798722044728,0.49201277955271566,0.3009185303514377,0.5191693290734825,0.360323482428115,0.5438298722044728,0.4147364217252396,0.5658945686900958,0.4656549520766773,0.584664536741214,0.514776357827476,0.597444089456869,0.5674920127795526,0.6150159744408945,0.6359824281150159,0.6405750798722045,0.7246405750798722,0.6631389776357827,0.799520766773163,0.6789137380191694,0.8626198083067093,0.6916932907348243,0.9305111821086263,a
0,0.8977635782747604,0.005191693290734824,0.8280750798722045,0.010383386581469648,0.7623801916932909,0.015575079872204472,0.6922923322683707,0.0231629392971246,0.6246006389776357,0.03554313099041534,0.5399361022364217,0.04992012779552715,0.4554712460063898,0.06389776357827476,0.38059105431309903,0.0742811501597444,0.32997204472843444,0.08546325878594249,0.27545926517571884,0.11261980830670926,0.20926517571884984,0.14297124600638977,0.13997603833865815,0.1741214057507987,0.06869009584664537,0.22044728434504793,0.006389776357827476,0.26238019169329074,0.03634185303514377,0.28674121405750796,0.10143769968051118,0.30471246006389774,0.15914536741214058,0.3202875399361022,0.21365814696485624,0.3358626198083067,0.2723642172523961,0.34754392971246006,0.3268769968051118,0.35922523961661346,0.38138977635782745,0.3687100638977636,0.43260782747603843,0.37849440894568687,0.48712060702875404,0.3875798722044728,0.5371405750798722,0.3966653354632588,0.5864616613418531,0.4057507987220447,0.6357827476038339,0.41972843450479236,0.728035143769968,0.4371006389776358,0.8005191693290734,0.4520766773162939,0.865814696485623,0.46405750798722045,0.9341054313099042,a
0,1,0.018543956043956047,0.9402472527472527,0.036630036630036625,0.8804945054945055,0.05311355311355311,0.8207417582417582,0.06868131868131869,0.7545787545787546,0.08310439560439561,0.6804029304029304,0.09615384615384616,0.6007326007326007,0.10851648351648352,0.5183150183150182,0.12454212454212454,0.42857142857142855,0.1417124542124542,0.33974358974358976,0.16437728937728938,0.26556776556776557,0.18704212454212454,0.19894688644688646,0.2097069597069597,0.14743589743589744,0.24267399267399264,0.08333333333333334,0.2866300366300366,0.03388278388278389,0.3351648351648352,0.003205128205128205,0.41025641025641024,0.007326007326007326,0.44184981684981683,0.06456043956043955,0.4624542124542125,0.11813186813186814,0.4837454212454212,0.17925824175824176,0.5064102564102564,0.25549450549450553,0.5290750915750917,0.3351648351648352,0.5517399267399268,0.4175824175824176,0.5695970695970696,0.4903846153846154,0.5860805860805861,0.5604395604395604,0.6087454212454213,0.6201923076923077,0.6309523809523809,0.679945054945055,0.6515567765567765,0.7396978021978022,0.6758241758241759,0.8058608058608059,0.700091575091575,0.8731684981684982,a
0,0.8763440860215054,0.020161290322580645,0.8209005376344086,0.03763440860215054,0.7681451612903225,0.05241935483870967,0.7145497311827957,0.06434811827956989,0.6628024193548387,0.07913306451612905,0.600638440860215,0.10315860215053763,0.5063844086021505,0.11626344086021506,0.45094086021505375,0.12718413978494625,0.4030577956989247,0.13919690860215056,0.35038642473118276,0.15070564516129037,0.30250336021505375,0.1636424731182796,0.24983198924731181,0.17540322580645162,0.2019489247311828,0.19321236559139784,0.15356182795698925,0.22043010752688175,0.09778225806451613,0.2691532258064516,0.03830645161290322,0.3178763440860215,0.004032258064516129,0.3743279569892473,0.03965053763440861,0.40994623655913975,0.11693548387096775,0.4428763440860215,0.19690860215053763,0.46875,0.2745295698924731,0.4899193548387097,0.35685483870967744,0.512768817204301,0.44993279569892475,0.5362903225806451,0.5221774193548387,0.555779569892473,0.5954301075268816,0.5744287634408602,0.6750672043010753,0.5929099462365591,0.7321908602150538,0.6097110215053763,0.7901545698924732,0.6263440860215054,0.8548387096774194,0.6451612903225806,0.930779569892473,a
0,1,0.0207286432160804,0.940640703517588,0.04020100502512563,0.8567839195979899,0.051821608040201,0.8103015075376883,0.06383479899497488,0.7629554020100502,0.07836055276381909,0.7077575376884422,0.09390703517587938,0.650518216080402,0.11133793969849246,0.5880574748743719,0.1325376884422111,0.5198649497487438,0.15515075376884424,0.44919912060301503,0.17415201005025127,0.3652638190954774,0.1928391959798995,0.2839195979899497,0.2131752512562814,0.20257537688442212,0.2383008793969849,0.12743404522613067,0.2702575376884422,0.06344221105527638,0.30590452261306533,0.013190954773869347,0.352072864321608,0.02701005025125628,0.39062500000000006,0.10497801507537688,0.40475816582914576,0.15868404522613064,0.4216394472361809,0.21435301507537685,0.4428391959798995,0.2694723618090452,0.46215452261306533,0.3236494974874371,0.47911432160804024,0.3745288944723618,0.49721262562814067,0.42996231155778897,0.5162531407035176,0.48798680904522607,0.5374528894472361,0.5431061557788944,0.5579459798994973,0.5967336683417084,0.5749057788944724,0.6419597989949748,0.6001884422110553,0.708856783919598,0.6256281407035176,0.7701005025125629,a
0,1,0.02912125340599455,0.9315395095367848,0.05900885558583106,0.8518392370572208,0.0795299727520436,0.7733310626702998,0.09115292915531334,0.708574591280654,0.10132833787465939,0.6351328337874659,0.11052452316076294,0.554283038147139,0.11716621253405994,0.45299727520435973,0.12331829019073569,0.37325442779291557,0.12912976839237056,0.3084979564032697,0.13494124659400547,0.24374148501362397,0.1420299727520436,0.17847411444141686,0.15199250681198911,0.11205722070844686,0.1752384196185286,0.05006811989100817,0.23603542234332425,0,0.28746594005449594,0.02452316076294278,0.32007833787465945,0.07416553133514987,0.349965940054496,0.1306198910081744,0.3767029972752044,0.19022479564032696,0.40173705722070846,0.25,0.42332254768392363,0.309775204359673,0.4404802452316076,0.36844346049046317,0.45550919618528607,0.42668596730245234,0.47377384196185285,0.4897820163487739,0.4920384877384196,0.5541553133514987,0.5103031335149864,0.6205722070844686,0.5322717983651226,0.6981011580381472,0.5550068119891007,0.7763964577656675,0.5732714577656676,0.8278695504087192,0.5923024523160763,0.8847070844686649,a
0,0.8971061093247589,0.03165192926045016,0.854903536977492,0.06229903536977492,0.807676848874598,0.09184083601286173,0.7549236334405145,0.11334405144694533,0.6921221864951769,0.1354501607717042,0.6328376205787781,0.15655144694533762,0.5843046623794212,0.18971061093247588,0.507636655948553,0.22256832797427653,0.42956189710610926,0.25572749196141475,0.3477692926045016,0.28737942122186494,0.2596463022508039,0.319935691318328,0.18187299035369775,0.3536977491961415,0.11856913183279744,0.4035369774919614,0.04903536977491961,0.4439308681672026,0.019493569131832797,0.49356913183279744,0.002411575562700965,0.5382837620578778,0.04762861736334406,0.569935691318328,0.11093247588424437,0.6016881028938906,0.1856913183279743,0.6312299035369775,0.261354501607717,0.6607717041800643,0.33520900321543406,0.690313504823151,0.41298231511254013,0.7218649517684889,0.49608118971061094,0.7556270096463023,0.569935691318328,0.7920016077170418,0.6424839228295821,0.8291800643086816,0.71241961414791,0.860128617363344,0.767684887459807,0.8870578778135048,0.8152130225080386,0.9135852090032155,0.8613344051446945,0.9529742765273312,0.9260450160771705,a
0,0.9522292993630573,0.029060509554140128,0.902468152866242,0.04976114649681529,0.8562898089171974,0.07444267515923567,0.7894108280254778,0.09872611464968153,0.7229299363057324,0.12121815286624205,0.6654060509554139,0.14530254777070062,0.6062898089171974,0.16759554140127386,0.5364251592356688,0.19028662420382164,0.46337579617834396,0.21437101910828027,0.3889331210191083,0.23646496815286625,0.3264331210191083,0.2593550955414013,0.26671974522292996,0.2811504777070064,0.21437101910828027,0.30085589171974525,0.16620222929936307,0.32961783439490444,0.11027070063694268,0.3690286624203821,0.056130573248407645,0.42277070063694266,0.005573248407643313,0.481687898089172,0.026273885350318472,0.5333399681528661,0.0904657643312102,0.5836982484076434,0.17147691082802546,0.6177348726114649,0.22770700636942676,0.649482484076433,0.2802547770700637,0.6827229299363057,0.3357882165605095,0.7308917197452229,0.4211783439490446,0.7734872611464969,0.4968152866242038,0.8128980891719746,0.5660828025477707,0.8523089171974523,0.6317675159235668,0.89171974522293,0.7070063694267515,0.9311305732484076,0.775875796178344,0.963375796178344,0.8343949044585988,a
0,0.7346938775510204,0.05187074829931973,0.697704081632653,0.09438775510204081,0.6543367346938775,0.1410501700680272,0.5822704081632653,0.171343537414966,0.5297619047619048,0.20238095238095238,0.47576530612244894,0.23639455782312924,0.4162414965986395,0.2657312925170068,0.35671768707483,0.2941113945578231,0.296875,0.32440476190476186,0.2504251700680272,0.3524659863945578,0.20471938775510204,0.3767006802721088,0.16028911564625847,0.4175170068027211,0.09927721088435375,0.45833333333333337,0.04081632653061225,0.5204081632653061,0.003401360544217687,0.5525085034013606,0.05633503401360544,0.572704081632653,0.100765306122449,0.5947066326530612,0.1668792517006803,0.6186224489795918,0.24075255102040816,0.6428571428571428,0.31547619047619047,0.6659226190476191,0.39370748299319724,0.6881377551020408,0.4744897959183673,0.7103528911564625,0.5444302721088436,0.7329931972789117,0.6118197278911565,0.7585034013605442,0.6777210884353742,0.7803996598639455,0.7344812925170068,0.8005952380952381,0.7869897959183674,0.818983843537415,0.8322704081632654,0.8401360544217686,0.879251700680272,0.8754251700680271,0.9447278911564626,a
0,0.7545871559633027,0.027522935779816515,0.6852064220183487,0.05289564220183486,0.618119266055046,0.0739678899082569,0.5579128440366972,0.09633027522935779,0.48953555045871555,0.11238532110091742,0.43836009174311924,0.12937213302752293,0.38309919724770647,0.1444237385321101,0.32991685779816515,0.16055045871559634,0.27293577981651373,0.19065366972477066,0.2047018348623853,0.22849770642201836,0.15022935779816515,0.2772362385321101,0.08400229357798165,0.32568807339449546,0.02694954128440367,0.36926605504587157,0.0045871559633027525,0.4040997706422018,0.06880733944954129,0.42474197247706424,0.1393348623853211,0.4383600917431193,0.1981077981651376,0.44839449541284404,0.24426605504587157,0.46065080275229353,0.2967316513761468,0.47369552752293576,0.3489105504587156,0.487098623853211,0.40395642201834864,0.4981364678899083,0.453125,0.510177752293578,0.5078841743119267,0.5242259174311927,0.5861525229357798,0.5412844036697249,0.6479357798165137,0.5534690366972477,0.6989678899082569,0.5658328555045871,0.7527236238532111,0.5773724197247707,0.802895642201835,0.5897362385321101,0.8566513761467891,0.606651376146789,0.9214449541284404,a
